timestamp,quality_score,channels,std_dev_mult,cmf_length,cmf_buy_threshold,cmf_sell_threshold,buy_threshold,sell_threshold,total_return_pct,total_trades,win_rate_pct,profit_factor,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,avg_profit_pct,avg_loss_pct,profit_loss_ratio,max_consecutive_losses,max_consecutive_wins,avg_trade_duration,expectancy
2025-10-26 21:00:09,0.9907,"(2, 2, 2, 20)",5.0000,112,-0.1500,0.2500,65,40,0.0002,30,63.3333,4.2577,2.2681,11.0128,4.6120,-0.0000,5.2480,-1.7231,3.0457,3,7,1117.2000,2.6920
2025-10-26 21:00:09,0.9872,"(2, 2, 2, 20)",5.0000,112,-0.1500,0.2500,70,35,0.0002,30,66.6667,4.1141,2.2050,10.6980,4.2293,-0.0000,4.9217,-1.7417,2.8258,3,7,1116.3000,2.7006
2025-10-26 21:00:09,0.9873,"(2, 2, 2, 20)",5.0000,112,-0.1500,0.2500,70,40,0.0002,30,66.6667,4.1222,2.2112,10.6270,4.3739,-0.0000,4.9211,-1.7485,2.8145,3,7,1115.6333,2.6979
2025-10-26 21:00:09,0.9868,"(2, 2, 2, 20)",5.0000,112,-0.2000,0.1500,70,40,0.0001,37,64.8649,3.2332,2.3952,6.3091,5.8252,-0.0000,1.7587,-0.9054,1.9424,4,3,349.6757,0.8226
2025-10-26 21:00:09,0.9847,"(2, 2, 2, 20)",5.0000,120,-0.2000,0.1500,70,40,0.0001,35,71.4286,3.4648,2.5119,5.0063,6.3784,-0.0000,1.8297,-1.2247,1.4940,3,9,368.9429,0.9570
2025-10-26 21:00:09,0.9917,"(2, 2, 2, 20)",5.0000,120,-0.2000,0.1500,75,40,0.0001,35,68.5714,3.7843,2.6541,6.4531,7.1511,-0.0000,1.9391,-1.0354,1.8728,3,7,368.6000,1.0043
2025-10-26 21:00:09,0.9896,"(2, 2, 2, 20)",5.0000,120,-0.2000,0.1500,80,40,0.0001,32,62.5000,3.4185,2.4078,6.7939,4.6618,-0.0000,2.3041,-1.0416,2.2120,4,7,464.8125,1.0495
2025-10-26 21:00:21,0.9824,"(2, 2, 2, 22)",5.0000,72,-0.2000,0.2500,75,20,0.0001,42,66.6667,2.4627,2.1349,5.1055,1.9967,-0.0001,2.5020,-1.6537,1.5129,4,6,602.7381,1.1168
2025-10-26 21:00:21,0.9834,"(2, 2, 2, 22)",5.0000,72,-0.2500,0.2500,70,30,0.0001,37,59.4595,2.4735,2.0262,4.4905,1.9890,-0.0001,2.7666,-1.4841,1.8642,4,5,548.7568,1.0434
2025-10-26 21:00:21,0.9824,"(2, 2, 2, 22)",5.0000,80,-0.2500,0.2000,65,40,0.0001,37,67.5676,2.9039,2.4390,5.6333,6.8125,-0.0000,1.7735,-1.1116,1.5955,3,5,349.3514,0.8378
2025-10-26 21:00:21,0.9834,"(2, 2, 2, 22)",5.0000,80,-0.2500,0.2000,70,35,0.0001,37,67.5676,2.8737,2.4796,6.1347,5.7051,-0.0000,1.8437,-1.1530,1.5990,3,5,350.1622,0.8718
2025-10-26 21:00:21,0.9880,"(2, 2, 2, 22)",5.0000,80,-0.2500,0.2000,70,40,0.0001,37,67.5676,3.0111,2.5625,6.2806,7.0465,-0.0000,1.8347,-1.1010,1.6664,3,5,348.8919,0.8826
2025-10-26 21:00:21,0.9801,"(2, 2, 2, 22)",5.0000,80,-0.2500,0.2000,85,40,0.0001,34,61.7647,2.9365,2.1784,6.2802,5.3097,-0.0000,1.9471,-0.9525,2.0442,2,4,440.7941,0.8384
2025-10-26 21:00:21,0.9839,"(2, 2, 2, 22)",5.0000,88,-0.2000,0.0500,60,15,0.0001,54,66.6667,3.0044,2.7705,3.9153,4.2523,-0.0000,1.2165,-0.7846,1.5504,5,6,124.0000,0.5495
2025-10-26 21:00:21,0.9850,"(2, 2, 2, 22)",5.0000,88,-0.2000,0.0500,65,15,0.0001,54,66.6667,3.1315,2.8489,4.1455,4.6305,-0.0000,1.2280,-0.7633,1.6090,5,6,120.3889,0.5643
2025-10-26 21:00:21,0.9890,"(2, 2, 2, 22)",5.0000,88,-0.2000,0.0500,70,15,0.0001,53,64.1509,3.0753,2.8170,4.1758,4.3881,-0.0000,1.2519,-0.6834,1.8319,5,6,127.3585,0.5581
2025-10-26 21:00:21,0.9812,"(2, 2, 2, 22)",5.0000,88,-0.2000,0.0500,75,15,0.0001,53,66.0377,2.7963,2.6715,3.5170,4.0842,-0.0000,1.1156,-0.7371,1.5135,2,6,129.7170,0.4864
2025-10-26 21:00:21,0.9853,"(2, 2, 2, 22)",5.0000,88,-0.1500,0.2500,65,30,0.0002,43,60.4651,2.9930,2.2695,7.5000,3.0534,-0.0001,3.4585,-1.6344,2.1161,3,7,766.7674,1.4450
2025-10-26 21:00:21,0.9812,"(2, 2, 2, 22)",5.0000,88,-0.1500,0.2500,65,35,0.0002,44,59.0909,2.9539,2.1544,7.0417,3.1795,-0.0001,3.2825,-1.4075,2.3321,3,7,758.2045,1.3638
2025-10-26 21:00:21,0.9850,"(2, 2, 2, 22)",5.0000,88,-0.1500,0.2500,65,40,0.0002,44,61.3636,3.0866,2.2400,7.1259,3.3664,-0.0000,3.2014,-1.4307,2.2376,3,7,764.5000,1.4117
2025-10-26 21:00:21,0.9872,"(2, 2, 2, 22)",5.0000,88,-0.1500,0.2500,70,30,0.0002,42,59.5238,3.0683,2.3149,7.3396,3.0585,-0.0001,3.6009,-1.4812,2.4310,5,7,792.0476,1.5439
2025-10-26 21:00:21,0.9819,"(2, 2, 2, 22)",5.0000,88,-0.1500,0.2500,70,35,0.0002,43,60.4651,3.0050,2.1896,7.0035,3.1501,-0.0001,3.2885,-1.3750,2.3916,5,7,783.8140,1.4448
